,communityName,state,householsize,agePct12t29,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding
373,Elmwood Park,NJ,2.61,23.94,18.06,37.23,3.01,4.69,3.11,32.3,15.0,5.05,23.1,15.99,14.04,21.34,3.06,80.55,66.47,0.75,0.010384157067468648,97.36,62.35,0.55,30.05,0.0,0.12287999999999999,0,2.26,14.0
374,Emmaus,PA,2.39,22.81,17.5,35.91,3.49,0.9,4.23,23.81,18.82,4.85,30.08,21.52,17.45,24.38,2.87,81.78,72.11,1.24,0.017567446446177287,95.98,68.85,0.0,27.55,0.0,0.13973,0,1.13,29.52
375,Enfield,CT,2.85,27.51,9.76,24.74,3.78,1.28,2.89,21.62,17.59,4.01,26.12,16.06,13.94,24.73,3.13,81.96,75.19,1.3,0.013814460159887552,96.21,76.15,0.16,29.89,0.0,0.08993999999999999,1,2.66,53.0
376,Englewood,NJ,2.77,24.15,12.4,27.46,5.71,15.52,8.42,19.9,34.68,5.32,17.42,33.03,13.79,37.53,3.23,69.19,67.48,7.55,0.017706237424547282,95.32,60.96,2.5,35.0,0.0,0.6235499999999999,1,5.066666666666667,35.87833333333334
377,Enid,OK,2.49,25.64,13.94,30.24,6.43,0.25,14.31,24.18,17.76,6.61,7.87,26.55,12.9,22.85,2.95,75.69,66.45,1.22,0.0764748725418791,84.02,65.63,4.42,63.46,0.0,0.90176,0,6.9350000000000005,65.02000000000001
378,Ennis,TX,3.0,27.28,11.73,30.9,8.31,0.0,16.54,38.51,10.94,6.75,29.15,18.11,25.31,16.72,3.41,73.79,72.12,3.21,0.0307570409853778,91.54,64.33,2.58,44.26,0.0,0.26079,0,6.19,51.84
379,Enterprise,AL,2.64,27.96,10.46,24.72,7.83,0.39,15.04,23.09,23.16,5.45,18.18,22.93,15.89,29.44,3.07,75.01,65.08,2.66,0.04124633503950703,90.2,63.0,0.72,34.1,0.0,1.0026599999999999,0,8.57,64.95
380,Ephrata,PA,2.48,27.59,13.06,29.2,4.71,0.09,5.78,29.71,12.8,2.28,34.1,16.79,27.69,17.27,2.97,80.64,81.25,2.21,0.012610236544960027,96.97,59.24,0.65,24.18,0.0,0.12567,0,2.3,36.52
381,Erie,PA,2.58,28.31,14.58,33.49,12.93,3.82,19.3,27.67,13.99,8.85,24.06,26.67,18.55,22.11,3.13,62.32,64.13,5.55,0.03028937250501297,92.75,56.58,6.8,52.9,3.83561139829651e-05,0.77088,0,8.345555555555556,44.75222222222222
382,Erlanger,KY,2.71,29.51,8.09,21.53,3.84,2.96,5.38,17.79,16.17,2.84,17.64,16.68,15.57,21.52,3.17,78.31,75.42,1.07,0.011765442142812442,96.91,67.91,1.06,19.68,0.0,0.59105,0,4.94,60.28
383,Escondido,CA,2.77,28.88,11.32,25.99,7.52,2.05,11.21,22.05,18.25,6.23,15.33,18.21,12.69,24.86,3.2,73.13,67.47,3.27,0.025525843420628712,93.4,51.91,0.87,18.57,0.0,0.62428,1,5.543333333333333,49.47
384,Eufaula,AL,2.7,26.93,12.62,28.27,11.9,0.15,20.37,37.64,15.52,7.44,35.97,18.25,25.0,22.34,3.17,67.06,75.41,5.8,0.042284417549167924,89.76,63.5,1.43,44.19,0.0,0.68671,0,12.35,65.47
385,Eugene,OR,2.43,31.76,11.15,23.82,5.56,3.53,17.04,11.44,34.88,6.42,12.89,32.67,11.21,33.33,2.9,70.42,71.18,1.89,0.015239329363001358,96.42,50.75,0.99,14.39,9.860742529000878e-05,0.39093,1,4.714,47.648
386,Euless,TX,2.47,31.87,3.69,8.41,1.18,0.2,5.4,13.79,25.76,4.14,14.9,14.56,11.67,26.29,3.07,75.66,73.17,1.87,0.04353980445096857,90.3,45.34,0.42,13.73,0.0,0.26035,0,3.08,19.09
387,Eunice,LA,2.8,26.03,12.78,33.58,18.81,0.78,38.27,44.84,10.82,13.93,7.98,30.42,14.6,23.57,3.32,67.27,50.89,5.78,0.03673176850026877,90.68,64.53,7.32,47.8,0.0,1.4873399999999999,0,17.07,64.0
388,Eureka,CA,2.43,25.8,13.38,30.5,15.74,1.16,18.66,20.72,18.03,8.55,12.28,27.02,13.48,24.09,2.99,63.6,63.59,1.99,0.023829787234042554,94.53,50.72,5.59,31.37,0.0,1.08942,1,8.305,60.295
389,Eustis,FL,2.38,19.91,25.46,49.2,6.28,0.0,14.8,29.99,15.84,7.37,7.67,27.38,12.0,24.36,2.81,63.58,72.97,3.68,0.0675561039561965,86.13,65.93,1.14,25.57,0.0,0.50857,0,6.44,52.67
390,Evanston,IL,2.62,33.65,10.1,20.98,3.43,21.73,9.85,10.82,57.99,4.28,10.87,44.55,5.07,48.2,3.02,72.34,75.66,4.51,0.01652260592902107,95.85,51.06,1.24,27.11,0.0,0.27291000000000004,0,3.85,15.296000000000001
391,Evansville,IN,2.38,26.03,15.2,32.52,7.34,1.64,14.61,27.61,14.56,7.12,20.29,23.99,18.18,21.85,2.94,66.64,73.89,3.94,0.0414977192093259,90.99,58.98,4.83,44.58,2.6054865686771415e-05,0.59112,1,6.39,47.24
392,Everett,WA,2.44,28.51,11.42,25.21,10.71,3.64,12.04,19.0,14.2,6.38,29.43,17.79,16.47,21.1,2.97,64.46,60.28,3.71,0.03024542244965052,93.13,45.55,2.55,20.94,0.00011506410714540959,0.53022,1,3.6466666666666665,59.845
393,Fair Lawn,NJ,2.66,20.02,18.45,35.92,3.18,10.35,2.94,18.7,30.35,3.76,15.22,26.22,7.69,35.13,3.06,87.75,66.31,0.38,0.008707607699358386,97.74,80.97,0.0,20.68,0.0,0.07976000000000001,0,1.22,11.22
394,Fairbanks,AK,2.83,35.12,4.7,11.72,7.62,1.24,10.39,13.78,18.34,8.62,4.08,28.1,10.5,25.52,3.21,74.64,69.62,3.34,0.053561586097331644,86.82,31.09,9.93,38.32,0.0,0.74254,1,11.256,63.028
395,Fairborn,OH,2.47,34.3,8.63,18.01,7.9,0.21,15.39,22.23,20.97,6.4,13.78,25.93,13.54,29.29,2.96,70.44,64.45,1.92,0.01964856230031949,95.37,51.32,0.33,15.61,0.0,0.1231,0,6.52,49.94
396,Fairfield,OH,2.6,29.14,7.62,17.84,2.92,0.54,3.77,14.85,25.9,3.66,21.6,19.22,11.13,31.8,3.06,81.13,73.0,1.57,0.024969166100329735,93.91,63.97,0.0,19.15,0.0,0.47720999999999997,1,6.786666666666666,55.95666666666667
397,Fairmont,MN,2.39,20.79,17.63,36.74,5.88,0.25,11.0,23.0,15.97,4.67,27.3,23.44,19.26,24.25,2.94,78.26,79.43,1.39,0.024145583666222815,94.55,72.27,1.1,48.9,0.0,0.52189,0,5.225,64.895
398,Fairview,NJ,2.51,27.33,15.84,32.13,3.63,23.57,8.72,38.64,15.3,7.65,16.24,17.36,13.56,24.07,3.13,79.27,64.52,2.91,0.037920432311562474,91.31,38.84,0.25,34.4,0.0,0.31065,0,2.08,16.8
399,Fall River,MA,2.49,27.7,16.06,34.55,15.73,1.96,14.28,53.3,8.43,9.93,32.56,20.47,28.06,15.82,3.06,68.09,69.64,3.25,0.03313808614607942,92.39,32.97,2.02,36.65,6.39677248848473e-05,0.64062,0,5.3575,79.655
400,Fargo,ND,2.46,35.16,8.58,19.3,4.21,1.41,13.68,11.27,30.24,4.18,6.89,31.55,11.37,29.43,3.0,79.35,78.51,1.64,0.021076493368056025,95.07,48.1,0.45,25.61,0.0,0.11531,0,4.946666666666666,34.06666666666667
401,Farmington,MI,2.17,19.1,20.96,38.86,2.86,0.93,3.64,12.67,33.71,4.82,21.49,24.6,6.74,41.18,2.79,83.09,60.82,0.16,0.02220686932491117,95.41,63.51,0.0,17.33,0.0,0.8166100000000001,1,4.184285714285713,60.90571428571428
402,Fayetteville,NC,2.55,31.36,9.94,22.54,10.45,1.22,18.75,20.87,23.79,7.33,12.22,29.83,14.87,30.03,2.99,62.94,65.76,6.52,0.027386221018561332,93.46,54.17,4.63,32.71,2.4043860228548784e-05,2.08928,1,9.429999999999998,63.38
403,Fillmore,CA,3.53,29.82,10.03,27.62,12.31,0.37,13.23,43.22,8.59,6.59,13.86,15.33,22.36,15.0,3.82,79.38,68.08,2.23,0.01067378252168112,96.37,62.09,0.78,21.09,0.0,0.6981799999999999,0,6.67,59.11
404,Fitchburg,MA,2.68,30.45,13.47,32.81,12.41,1.65,14.0,31.18,13.13,9.19,26.86,23.23,19.52,22.2,3.11,65.98,64.21,5.37,0.031606544642423656,92.19,48.27,6.99,37.63,0.0,1.7007,0,6.2,67.31
405,Flagstaff,AZ,3.18,43.03,3.98,12.14,3.75,0.67,17.2,13.08,32.75,7.14,6.8,30.43,10.44,27.16,3.26,72.45,73.62,3.96,0.04134592319602242,88.38,49.89,0.79,29.48,0.0,0.49345999999999995,1,8.49,38.33
406,Florence,AL,2.44,27.79,14.84,33.15,7.91,0.07,18.55,29.79,22.56,6.99,20.17,24.88,17.44,26.93,2.94,69.83,66.53,3.85,0.027535276999945093,93.7,60.5,1.69,36.99,0.0,0.60703,0,6.214,54.431999999999995
407,Florissant,MO,2.67,25.49,12.5,27.0,3.13,1.02,3.29,19.75,16.32,3.5,23.61,19.66,12.05,24.92,3.06,80.26,71.67,1.26,0.012107956098894661,96.87,78.99,0.16,20.65,0.0,0.17937999999999998,1,3.686666666666667,23.55
408,Flower Mound,TX,3.09,24.32,2.74,7.64,1.0,0.34,1.08,6.43,35.61,3.54,17.39,16.76,4.73,39.83,3.34,90.62,64.29,0.19,0.02234816770786372,93.53,86.33,0.0,35.16,0.0,0.43261,0,4.785,52.870000000000005
409,Folsom,CA,3.4,27.1,7.91,20.65,6.44,1.59,5.17,15.77,24.19,4.16,11.91,22.86,6.94,39.0,3.04,83.56,71.03,0.75,0.022179719481913964,92.98,74.09,0.15,24.36,0.0,0.19094999999999998,0,5.33,59.46
410,Fontana,CA,3.32,31.12,4.99,15.11,10.11,0.6,11.4,28.02,9.44,7.37,20.75,17.5,20.56,17.9,3.64,74.6,57.41,4.56,0.0342491574798652,89.8,64.19,1.9,14.14,0.0,1.33323,0,7.487500000000001,73.89
411,Forest Grove,OR,2.74,30.23,12.14,28.91,5.64,2.1,15.78,24.3,20.43,6.16,26.93,26.24,19.83,23.39,3.17,76.31,68.65,0.82,0.011505273250239693,96.94,50.61,4.49,36.54,0.0,0.12661,0,5.58,57.05
412,Forrest City,AR,2.81,27.06,12.65,32.89,24.31,0.33,41.55,38.35,12.49,15.94,17.03,28.89,18.34,24.81,3.34,51.58,67.19,9.32,0.03284944627357079,91.55,52.19,8.43,42.6,0.0,1.3176400000000001,0,13.73,69.79
413,Fort Atkinson,WI,2.57,24.24,13.58,32.4,4.59,0.0,7.95,18.98,21.38,3.6,29.62,21.44,22.47,24.23,3.08,80.47,79.33,1.34,0.008506893517160458,97.86,66.94,1.15,27.59,0.0,0.07970999999999999,0,2.89,48.93
414,Fort Collins,CO,2.6,38.17,6.78,15.14,3.62,1.34,16.95,8.55,42.71,5.64,15.85,33.04,8.02,35.19,3.03,78.2,69.72,1.3,0.019006814193577793,95.28,52.68,0.84,25.54,0.0,0.38356999999999997,1,4.4025,40.917500000000004
415,Fort Dodge,IA,2.47,24.34,15.82,33.69,7.79,0.72,12.83,21.71,16.05,5.39,17.23,25.88,16.57,24.16,2.97,70.86,75.68,2.3,0.027419479416080944,93.67,64.73,5.35,38.17,0.0,0.72005,0,4.72,52.4
416,Fort Lauderdale,FL,2.25,23.03,15.54,30.16,4.95,4.7,17.11,25.83,21.85,6.68,8.78,20.92,11.18,25.77,2.91,56.97,68.19,8.85,0.0992656165273101,81.75,54.4,3.45,35.8,7.06266694337147e-05,1.4214200000000001,0,5.66,50.82
417,Fort Lee,NJ,2.1,19.08,18.28,30.35,2.78,20.57,5.99,15.14,42.2,4.77,13.81,25.96,4.09,46.8,2.8,83.64,46.85,0.67,0.05034847016907835,90.44,58.44,2.73,46.18,0.0,0.42502999999999996,0,2.04,10.13
418,Fort Madison,IA,2.54,23.85,15.48,34.57,7.36,0.44,12.84,20.68,11.47,7.52,31.07,19.01,25.0,18.8,2.94,70.42,73.77,2.02,0.054140127388535034,87.92,69.83,3.97,57.07,0.0,0.0883,0,4.18,55.7
419,Fort Myers,FL,2.49,28.56,13.73,31.7,8.97,1.99,20.67,31.65,16.1,6.22,5.32,23.34,13.58,21.84,3.08,50.83,73.51,11.16,0.07176038578949696,84.83,42.44,6.54,31.17,0.0002439941600672477,2.67855,1,5.94,31.350000000000005
420,Fort Payne,AL,2.48,25.18,14.17,32.9,7.43,0.25,14.07,40.87,10.8,3.72,47.12,14.08,36.62,17.39,2.96,75.39,77.96,1.66,0.0389423889170468,91.2,69.17,0.87,46.42,0.0,0.07776999999999999,0,9.6,71.69
421,Fort Pierce,FL,2.6,24.47,17.55,38.68,11.62,3.1,29.23,43.15,11.26,12.39,7.14,21.59,16.01,16.82,3.08,46.08,70.91,11.17,0.0836003258213413,82.15,51.85,2.05,17.67,0.0,2.58196,0,8.25,46.62
422,Fort Smith,AR,2.46,26.3,13.29,28.41,5.25,0.06,13.8,26.71,16.74,5.61,27.68,21.16,20.72,23.72,3.02,74.27,69.15,1.98,0.04681447292508036,89.69,59.16,1.2,33.66,0.0,0.69079,0,7.13,47.49
423,Fort Thomas,KY,2.53,23.09,15.49,32.68,3.62,5.01,4.39,14.31,30.13,3.09,15.47,28.78,8.31,36.74,3.1,84.83,72.69,0.46,0.012662175648702595,96.9,71.61,0.99,35.96,0.0,0.061689999999999995,0,2.65,54.08
424,Fort Wayne,IN,2.49,28.56,11.72,27.69,5.8,2.15,11.53,22.88,15.74,6.15,21.42,20.88,18.22,23.1,3.08,65.08,76.39,5.04,0.04355990570398447,90.23,59.63,5.49,31.0,3.200979938984931e-05,0.5551799999999999,0,5.258,49.084666666666664
425,Fort Worth,TX,2.66,30.16,10.07,23.25,6.18,1.65,17.42,28.38,21.47,7.43,21.48,21.2,16.43,25.67,3.22,68.71,67.32,4.94,0.05843138919482864,86.55,54.53,13.05,44.66,0.0,1.51612,1,7.148846153846154,45.79461538461539
426,Fountain Valley,CA,3.08,29.12,6.56,15.16,4.66,0.95,3.54,11.27,31.33,3.96,21.5,20.27,7.13,37.17,3.37,82.26,68.02,1.39,0.01139855841761189,96.6,75.15,0.16,13.56,0.0,0.27088,0,5.96,43.254999999999995
427,Framingham,MA,2.59,29.89,10.57,21.88,5.58,2.81,5.96,13.9,36.38,6.42,18.29,27.63,7.24,38.21,3.03,76.83,74.38,3.0,0.019834125775131176,95.12,53.73,1.47,20.64,8.55529397282617e-05,0.97802,0,3.78,18.73
428,Frankfort,KY,2.35,26.81,12.87,28.43,5.49,0.6,13.02,22.88,22.66,5.14,12.61,20.91,11.67,32.27,2.89,67.03,77.93,3.64,0.032463031423290205,92.9,53.86,2.49,27.16,0.0,0.6485700000000001,0,5.89,61.46
429,Franklin,MA,2.98,29.14,7.31,19.7,4.13,5.15,2.4,12.24,30.74,5.23,17.93,24.99,10.06,34.02,3.27,86.03,68.56,0.6,0.012944105001131478,96.28,75.74,1.05,30.42,0.0,0.06934,0,3.78,42.9925
430,Frederick,MD,2.56,30.3,10.35,20.6,5.18,2.28,7.96,22.1,24.05,3.17,11.27,24.34,10.25,27.04,3.03,71.07,74.01,4.82,0.02341337052904254,94.34,45.5,1.28,21.91,0.0,1.23922,1,2.83,39.98
431,Fredericksburg,VA,2.55,38.98,12.07,28.61,5.7,2.15,12.29,26.25,26.07,3.32,7.18,26.58,12.17,28.31,2.91,62.35,74.18,6.71,0.032217375308771744,92.4,37.3,3.43,22.02,0.0,0.44677,0,4.732,31.645999999999997
432,Freeport,TX,3.01,28.62,8.53,23.82,9.91,0.14,24.2,41.9,6.41,9.57,24.98,14.4,22.65,11.74,3.51,73.62,52.4,3.51,0.09175520238826938,78.39,57.07,9.76,49.76,0.0,0.59234,0,5.35,17.52
433,Fremont,CA,2.88,27.74,6.11,13.46,5.59,4.68,4.25,13.4,29.93,4.19,26.92,17.72,10.95,33.72,3.24,80.74,70.33,1.86,0.012703430849376078,96.47,64.56,0.68,10.4,2.0999313483982256e-05,0.48347,0,3.7980000000000005,50.664
434,Fresno,CA,2.91,29.81,8.98,22.5,19.61,2.17,24.04,30.99,19.09,8.52,9.2,27.67,12.25,27.66,3.43,63.59,54.85,6.28,0.021448213166498212,94.13,48.22,4.54,22.48,2.7639595485062194e-05,1.41855,1,11.014375,60.207499999999996
435,Friendswood,TX,2.94,25.37,5.03,13.55,1.82,0.85,2.94,7.43,34.87,3.72,19.71,25.06,6.28,41.18,3.26,84.67,67.99,0.52,0.01279915841150171,96.37,75.4,1.03,35.62,0.0,0.19000999999999998,0,2.36,19.93
436,Front Royal,VA,2.53,25.83,14.65,33.16,6.53,1.27,9.21,41.92,8.06,6.16,12.73,20.15,16.35,17.76,3.03,71.9,72.71,1.85,0.023905723905723906,94.3,60.33,3.52,44.37,0.0,0.17704,0,4.92,37.17
437,Fulton,NY,2.48,26.73,14.94,32.32,14.04,2.15,16.3,28.49,12.42,10.35,25.87,22.49,20.76,21.43,3.07,65.43,60.18,2.01,0.025369324773764405,94.08,52.28,1.22,37.5,0.0,0.16944,0,3.7800000000000002,43.33
438,Gadsden,AL,2.43,24.64,18.57,41.01,10.34,0.11,20.44,38.49,10.7,8.36,26.59,21.54,25.08,19.39,2.98,63.64,63.96,4.43,0.03842626343390636,91.47,64.83,2.94,51.1,9.500740775580275e-05,2.18647,0,12.2975,66.965
439,Gaffney,SC,2.61,28.54,13.47,31.43,10.17,0.09,20.75,40.53,12.48,9.29,41.02,17.42,32.92,17.97,3.16,57.59,74.74,9.25,0.03195131228604032,92.29,62.11,3.81,54.29,0.0,0.39373,0,6.98,53.49
440,Gainesville,TX,2.5,24.08,16.89,37.81,7.96,0.2,21.68,32.93,12.1,6.56,21.05,23.2,20.21,21.52,3.03,73.35,65.96,1.46,0.05085578002244669,88.71,62.73,5.38,53.66,0.0,0.27722,1,7.905,49.05916666666667
441,Galena Park,TX,3.27,28.5,10.09,26.61,4.77,0.9,19.42,46.07,3.49,8.29,20.53,15.42,29.44,10.5,3.71,79.8,53.16,2.98,0.023123691817003886,92.96,70.47,8.19,62.07,0.0,0.49933,0,8.54,34.81
442,Gallatin,TN,2.67,26.24,12.15,27.49,8.68,0.45,16.34,36.09,11.55,6.6,31.2,20.38,25.34,20.43,3.07,69.16,71.72,3.6,0.03229754176864957,92.05,61.34,1.98,28.5,0.0,0.93028,0,5.25,52.69
443,Gallup,NM,3.09,27.32,6.81,17.15,8.48,0.2,22.96,24.92,16.23,5.77,5.58,26.85,10.92,28.5,3.49,65.57,69.74,8.19,0.026208624830322647,92.51,60.53,4.18,33.47,0.0,1.6078299999999999,0,31.59,51.37
444,Galveston,TX,2.45,28.27,12.15,25.87,9.45,3.27,24.24,29.99,21.08,8.93,5.79,39.33,11.04,28.4,3.1,57.24,70.24,7.15,0.11411884205180295,78.18,41.96,7.57,44.43,7.262569832402235e-05,1.75674,0,9.540000000000001,31.2875
445,Gardena,CA,2.75,27.8,9.81,21.51,7.97,3.69,9.78,26.64,16.47,5.88,26.66,17.03,14.75,22.23,3.26,66.85,67.59,6.01,0.01827592432844504,95.21,46.62,0.99,11.96,0.0,2.03732,0,10.24,65.4
446,Gardner,MA,2.52,26.25,14.78,32.6,9.52,0.32,10.98,32.05,14.28,9.36,31.96,24.2,19.1,25.31,2.98,69.9,66.67,2.96,0.03354037267080745,92.2,51.8,1.04,34.52,0.0,0.81699,0,4.84,71.21
447,Garfield,NJ,2.44,26.67,16.27,33.91,3.55,4.68,7.41,39.87,11.49,6.34,27.98,13.31,22.05,18.02,3.03,75.58,65.24,1.11,0.01915665806113668,95.53,42.64,0.78,45.31,0.0,0.28593,0,3.34,34.24
448,Garner,NC,2.6,26.03,7.51,19.6,2.81,0.37,4.63,15.17,23.44,2.87,10.78,21.9,8.96,30.52,3.0,78.04,85.27,1.02,0.014097681566112113,96.47,65.67,0.47,37.91,0.0,0.28132,0,3.75,52.95
449,Gary,IN,2.85,27.6,10.52,31.63,17.1,6.1,29.43,35.24,8.81,16.6,25.67,27.4,22.42,17.98,3.42,43.22,62.52,12.63,0.052414999228434754,87.01,58.62,32.22,70.85,6.592596402791352e-05,2.15496,0,10.987142857142857,70.72714285714287
450,Gastonia,NC,2.61,26.84,13.02,30.46,9.19,0.87,14.19,37.58,15.98,5.3,35.21,17.11,25.65,21.9,3.06,64.24,70.86,5.9,0.022162537455236424,94.54,58.23,3.05,32.81,0.0,1.48661,0,5.82,63.330000000000005
451,Gatesville,TX,4.51,38.56,10.33,41.43,7.24,0.0,13.13,39.3,7.01,8.83,12.35,20.63,12.98,20.03,2.98,74.01,81.25,9.59,0.031239122868082145,87.66,65.22,1.11,62.12,0.0,0.13113999999999998,0,4.12,63.13
452,Geneva,NY,2.68,33.35,14.55,36.57,8.22,0.5,18.25,24.81,17.44,6.81,13.55,38.63,14.01,26.02,3.02,64.55,74.23,4.57,0.02616135190553631,93.46,54.56,2.16,44.59,0.0,0.66704,0,4.93,57.79
453,Gilbert,AZ,3.11,30.53,2.98,9.81,2.89,0.47,6.18,9.23,29.04,4.24,19.66,21.52,10.16,29.52,3.49,83.43,68.03,1.68,0.04364807455118542,88.04,68.94,0.86,26.77,0.0,0.24212,0,2.34,49.15
454,Gillette,WY,2.83,27.34,3.95,10.78,3.94,1.88,9.69,11.26,17.9,5.31,2.05,22.71,17.06,23.45,3.31,78.42,68.48,1.5,0.047462432662319254,88.17,63.13,1.19,44.68,0.0,0.3753,0,4.3,11.12
455,Gilroy,CA,3.31,29.6,6.68,18.53,12.12,1.37,12.9,31.55,16.18,7.82,20.39,19.3,17.93,22.37,3.61,73.32,68.1,3.64,0.008098580366500461,97.39,56.81,1.57,20.78,0.0,0.7902,1,6.37,40.84
456,Girard,OH,2.43,23.99,17.24,39.68,7.56,0.37,12.06,29.14,12.54,7.86,22.72,25.68,16.37,20.71,3.01,76.32,60.53,0.78,0.01751592356687898,95.91,67.23,1.52,34.85,0.0,0.060840000000000005,0,6.16,55.94
457,Gladstone,OR,2.76,24.68,11.46,25.9,2.63,3.54,3.89,14.44,19.07,3.65,14.71,23.39,13.64,26.75,3.13,75.92,76.94,0.39,0.0070921985815602835,98.08,72.01,1.39,30.56,0.0,0.28207,0,2.6,62.7
458,Glasgow,KY,2.46,24.29,17.5,37.73,18.36,0.18,24.71,46.73,10.51,9.08,25.43,23.26,23.39,18.85,2.94,69.57,62.94,3.16,0.03092866974334062,92.92,58.29,1.05,41.1,0.0,0.06214,0,7.84,64.91
459,Glassboro,NJ,3.11,39.34,9.77,26.38,7.6,2.53,14.31,24.0,21.74,8.11,15.83,28.93,12.93,27.4,3.2,69.11,67.14,6.2,0.026962981939285258,92.26,59.25,2.38,23.28,0.0,0.41204,0,5.35,52.9
460,Glen Rock,NJ,2.83,19.12,14.11,30.53,1.0,13.55,1.54,6.02,53.23,2.24,14.75,29.4,3.28,51.47,3.13,91.88,62.72,0.61,0.010291279977947257,97.17,91.15,0.0,36.61,0.0,0.07887999999999999,0,0.78,8.65
461,Glendale,CA,2.62,26.68,11.54,20.3,11.27,4.15,14.37,22.83,28.55,6.95,14.43,24.78,9.07,33.09,3.22,77.1,59.33,2.62,0.019495884202223975,95.13,38.71,2.25,17.69,3.2659771825947854e-05,0.37407,1,6.75,52.190625
462,Glendora,CA,2.93,25.49,9.42,20.63,5.34,1.39,4.96,16.32,22.16,4.3,19.34,23.0,9.71,31.12,3.27,80.92,67.03,1.66,0.011478631763820355,96.75,73.94,0.55,22.95,0.0,0.29492,1,4.7700000000000005,64.055
463,Glens Falls,NY,2.45,28.97,13.17,31.67,7.71,1.99,10.97,20.96,20.38,5.84,20.23,25.75,17.82,25.91,3.08,68.14,76.26,1.83,0.029288424415895627,93.3,50.87,2.5,36.59,0.0,1.9871500000000002,0,4.23,47.46
464,Gloucester,NJ,2.9,27.73,7.82,19.34,3.72,6.4,3.35,18.6,18.92,5.21,13.94,22.64,11.36,27.16,3.33,80.81,67.52,2.3,0.025391750469357027,93.13,74.72,5.34,64.35,0.0,0.28538,0,4.65,21.38
465,Gloucester City,NJ,2.75,26.67,14.13,35.22,8.84,3.17,9.18,36.6,6.44,5.92,23.5,18.66,20.82,16.38,3.28,68.56,64.06,3.68,0.026326191793817694,93.25,73.55,30.03,72.37,0.0,0.16093000000000002,0,4.2,70.34
466,Gloversville,NY,2.4,25.2,17.57,39.48,11.71,3.31,17.23,33.68,10.81,9.86,31.22,27.43,26.76,22.71,2.98,64.02,70.27,3.84,0.040165706051873196,91.19,54.89,2.54,57.85,0.0,0.30663999999999997,0,6.21,62.2
467,Golden,CO,2.44,32.43,9.06,18.68,3.47,2.86,11.52,11.94,33.41,5.14,15.14,27.85,11.19,34.92,2.82,72.4,74.22,0.86,0.033775541323574264,92.39,56.93,1.35,28.44,0.0,0.28608999999999996,0,2.1866666666666665,41.81666666666666
468,Goldsboro,NC,3.03,31.68,10.03,26.47,13.12,0.17,21.16,25.12,15.97,4.96,19.96,30.73,19.5,22.68,3.13,60.23,65.97,9.21,0.02264855437372571,93.57,40.15,2.6,39.48,0.0,1.47794,0,10.62,70.6
469,Goodlettsville,TN,2.55,27.43,9.31,19.74,2.82,0.69,4.85,21.3,17.76,2.2,16.5,20.08,10.82,29.58,2.97,79.82,78.02,0.32,0.03271236295570015,92.29,64.04,0.27,14.44,0.0,0.6278400000000001,0,6.82,37.18
470,Goose Creek,SC,3.34,30.62,1.98,7.71,3.15,0.27,8.96,12.72,14.14,2.85,16.97,18.9,14.49,22.08,3.68,88.47,56.23,1.17,0.011582698849829905,96.28,46.55,0.0,42.66,0.0,0.23255,0,10.28,59.79
471,Gorham,ME,3.03,31.45,8.63,22.01,4.56,0.88,4.05,13.97,26.0,5.73,14.71,28.53,13.59,28.01,3.15,80.48,78.54,0.72,0.01130229419703104,96.69,79.89,0.0,42.54,0.0,0.01672,0,2.32,54.17
472,Goshen,OH,2.99,28.07,6.4,21.19,4.92,0.78,8.41,37.21,6.79,5.71,30.99,14.35,27.07,13.91,3.26,82.92,68.66,1.33,0.010238639048594156,97.03,88.97,2.31,43.08,0.0,0.069,1,3.4050000000000002,45.355
473,Grafton,MA,2.72,27.46,10.93,25.51,3.98,0.28,4.99,17.78,24.41,6.26,25.24,24.16,11.58,30.96,3.1,83.75,72.91,1.89,0.018105101649405448,95.31,68.41,0.0,38.98,0.0,0.36819,0,2.71,40.27
474,Graham,NC,2.43,25.4,15.31,31.76,6.01,0.27,11.83,33.76,12.99,3.16,36.82,17.75,24.81,19.96,2.84,66.72,77.96,3.38,0.021772491847304815,94.97,60.91,0.44,36.12,0.0,1.08277,0,6.02,64.55
475,Grand Forks,ND,2.67,38.87,7.87,18.9,4.64,0.95,14.48,14.24,29.28,5.08,6.38,35.22,11.28,30.59,3.07,75.26,77.17,1.95,0.021406170966110267,94.6,48.71,0.85,20.51,0.0,0.12102,0,5.76,40.17
476,Grand Junction,CO,2.27,25.56,17.05,31.88,9.59,0.13,21.65,22.87,17.91,8.53,9.55,27.33,13.64,26.02,2.85,61.04,66.44,1.57,0.03058483157677206,93.52,50.37,2.93,32.77,0.0,0.5776100000000001,0,6.56,58.79
