communityName,state,population,householsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding,PctLocalEduFunding
Coral Springs,FL,79443,2.94,16.71,27.43,12.9,6.39,16.88,2.15,0.78,5.16,3.42,10.81,31.47,3.85,72.25,9.84,21.44,6.2,32.87,3.34,81.78,81.54,91.14,83.5,60.56,70.12,1.66,0.034880354467983335,90.7,62.4,0.47,23.78,8.232317510668026e-05,294.6,0,5.66,50.82,43.52
Corcoran,CA,13364,5.28,13.14,39.97,18.07,4.53,23.46,23.06,0.38,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,3.68,69.24,63.5,64.77,74.33,52.01,56.18,9.3,0.013543849146961988,93.33,55.94,1.66,47.51,0.0,764.68,0,10.65,71.53,17.82
Corning,NY,11938,2.26,12.58,25.86,12.58,16.98,37.43,8.93,0.89,13.69,7.98,21.56,21.13,6.84,54.29,35.05,24.53,15.4,30.28,2.92,67.1,67.44,72.7,72.64,59.6,68.78,3.14,0.02554866811861283,94.54,53.84,0.66,33.77,0.0,551.69,1,4.18,48.38,47.44
Coronado,CA,26540,3.62,23.9,45.2,31.94,11.86,30.93,4.04,6.26,4.07,2.13,5.88,39.25,1.71,75.39,8.47,27.71,3.93,43.73,2.79,80.21,80.06,92.05,75.41,60.56,70.42,0.49,0.06850037678975132,80.12,50.16,0.17,28.88,0.0,332.73,0,7.81,41.8,50.39
Corpus Christi,TX,257453,2.88,15.48,28.43,13.25,9.22,22.88,8.87,1.86,20.0,14.99,29.13,17.82,8.27,59.5,9.39,24.86,11.05,24.75,3.37,72.16,66.61,78.2,74.35,55.55,63.28,2.76,0.04170469949854925,89.28,56.59,7.5,39.87,2.435395975187704e-05,792.93,0,8.41,47.11529411764706,44.47470588235294
Corsicana,TX,22911,2.67,15.84,27.12,14.35,15.63,34.44,8.44,0.19,21.04,16.58,35.92,15.48,8.15,53.5,17.17,25.85,20.91,23.05,3.11,67.01,59.85,74.1,77.02,60.71,71.12,3.57,0.04600410283270045,89.05,61.03,2.94,60.63,0.0,681.32,0,7.95,50.1,41.94
Cortland,NY,19801,2.87,26.77,42.55,30.67,11.83,30.83,8.94,0.96,20.2,8.31,24.93,21.78,6.3,52.39,21.08,35.45,15.74,28.72,3.02,67.16,65.24,68.15,69.92,62.26,71.03,2.49,0.0185849199535377,94.94,45.64,3.8,33.15,0.0,205.49,0,5.09,56.7,38.2
Corvallis,OR,44757,2.67,24.96,43.59,31.11,8.17,19.14,3.83,1.56,20.97,2.4,7.93,49.01,5.52,54.97,12.76,43.43,7.92,37.53,2.92,76.78,76.44,85.25,76.16,53.54,67.0,1.26,0.012601380789597157,96.74,43.22,2.66,12.41,0.0,220.96,0,3.58,49.25,47.17
Costa Mesa,CA,96357,2.57,12.14,33.06,15.62,7.44,15.87,4.31,3.03,9.17,7.4,16.52,27.26,4.17,74.47,19.19,19.72,9.72,30.69,3.08,71.03,67.31,84.89,70.11,65.53,70.72,3.12,0.022250588955654495,94.59,40.17,0.7,6.86,6.62121070602032e-05,448.84,1,4.829999999999999,28.083333333333332,67.08666666666666
Cottage Grove,MN,22935,3.35,15.96,27.33,11.34,2.39,10.18,3.65,1.86,2.63,1.67,7.65,19.13,4.23,77.74,25.11,19.3,14.79,23.42,3.51,87.46,85.75,91.92,88.88,69.56,78.57,0.99,0.010856769130150426,96.5,93.48,1.61,12.05,0.0,195.71,0,1.89,64.46,33.65
Coventry,RI,31083,2.78,13.45,24.46,11.2,11.74,27.84,5.06,0.65,4.85,9.2,25.57,14.17,5.7,66.47,25.44,18.75,16.35,21.05,3.18,83.82,81.05,88.28,86.08,63.48,72.99,1.25,0.0192709841392401,94.92,80.34,1.0,57.26,0.0,125.06,0,2.81,44.19,53.0
Covina,CA,43207,2.78,13.93,28.69,13.86,9.67,21.34,7.21,2.84,7.63,5.42,17.52,16.37,5.35,66.65,17.69,20.41,13.02,26.33,3.22,70.72,66.71,84.51,75.63,58.75,68.42,2.17,0.01340060638322494,96.41,58.08,1.21,20.03,0.0,686.47,0,6.455,65.33500000000001,28.21
Covington,KY,43264,2.5,13.3,27.87,12.92,12.54,32.08,9.97,6.97,19.83,17.48,37.55,9.81,7.63,56.91,17.18,18.85,18.03,18.69,3.19,61.07,56.51,63.26,64.5,59.72,68.19,6.25,0.04155880177514793,90.59,50.78,11.12,47.55,0.0,1587.93,0,7.376666666666666,63.04666666666666,29.576666666666664
Cranford,NJ,22633,2.77,11.05,22.35,10.37,14.01,30.75,1.52,8.46,2.51,4.38,12.62,33.75,2.57,67.99,15.35,24.41,7.35,37.05,3.13,86.62,85.12,97.84,82.75,57.14,70.47,1.02,0.010294702425661644,97.23,81.91,0.86,42.49,0.0,103.35,0,1.81,11.56,86.63
Cranston,RI,76060,2.59,11.26,24.23,11.85,16.87,35.27,6.39,2.62,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,3.02,78.22,75.87,86.2,77.97,55.3,66.56,2.08,0.015343150144622666,96.18,66.36,0.94,32.56,0.0,166.71,0,4.11,33.4,62.49
Crawfordsville,IN,13584,2.47,15.84,29.06,16.21,15.03,32.69,7.18,0.35,14.9,6.8,23.5,13.68,5.83,57.62,37.46,21.52,24.75,18.92,2.94,73.71,72.46,72.2,80.21,68.99,75.47,2.51,0.02517667844522968,94.15,60.02,0.58,34.21,0.0,62.53,0,6.46,47.74,45.8
Crowley,LA,13983,2.74,15.06,25.87,12.34,13.02,34.19,18.71,0.98,34.58,25.43,46.75,11.22,11.14,44.56,14.22,23.78,20.15,19.64,3.24,60.23,55.0,62.73,65.41,53.88,57.18,8.09,0.04970321104197955,88.01,60.67,3.74,64.89,0.0,1029.02,0,19.38,60.12,20.49
Crown Point,IN,17728,2.76,12.78,23.63,11.04,13.59,28.77,2.17,1.09,3.43,6.52,17.03,20.94,5.35,61.04,20.46,27.95,11.3,29.18,3.15,84.02,82.86,95.71,88.37,55.9,70.28,0.8,0.008686823104693141,97.66,71.62,0.65,26.62,0.0005307987364620939,54.99,0,6.14,50.01,43.85
Cudahy,WI,18659,2.51,12.66,26.51,12.19,12.93,30.86,5.84,4.65,6.26,8.95,23.2,9.13,4.98,64.88,26.37,20.94,20.17,19.89,3.05,74.16,73.97,85.86,76.74,74.41,77.63,1.96,0.01082587491291066,97.36,58.92,0.99,37.62,0.0,217.26,0,3.02,52.8,44.19
Cullman,AL,13367,2.38,13.18,22.89,11.93,19.47,38.51,10.92,0.11,17.25,17.86,34.83,17.0,4.42,51.16,19.91,22.02,17.01,27.13,2.83,75.02,71.58,86.21,76.04,53.34,69.4,0.56,0.02341587491583751,94.72,58.91,1.28,30.99,0.0,389.55,0,9.45,68.5,22.05
Culver City,CA,38793,2.4,10.37,24.22,11.12,11.95,21.08,4.22,4.33,6.68,6.29,15.85,35.03,4.13,67.93,13.71,29.99,7.23,39.76,2.98,69.39,67.27,82.6,65.9,57.4,67.12,3.27,0.02002938674503132,95.41,55.53,3.99,20.72,0.0,932.05,0,7.515,61.715,30.775
Cumberland,RI,29038,2.7,12.14,23.98,11.47,13.33,29.11,4.75,1.04,3.73,10.72,25.34,22.52,5.4,65.37,27.56,21.55,16.26,28.98,3.1,85.69,84.15,93.85,89.69,63.27,74.13,0.93,0.01560024795096081,95.96,75.52,1.99,37.53,0.0,624.31,0,5.235,44.39,50.38
Cupertino,CA,40263,2.62,11.13,23.16,10.24,7.93,14.58,2.66,1.7,3.16,1.98,5.48,52.06,2.75,72.64,36.17,21.48,4.38,52.6,3.03,83.14,82.34,95.89,80.91,60.61,67.38,0.5,0.017311178998087574,95.66,62.97,0.43,18.94,0.0,349.61,0,2.24,24.46,73.3
Cypress,CA,42655,2.99,14.79,28.06,13.95,7.06,17.98,4.46,0.58,4.46,3.38,12.49,26.62,4.48,71.44,21.49,20.71,9.65,33.49,3.3,78.17,73.34,90.75,76.71,62.91,72.04,1.69,0.010221544953698277,97.04,69.41,1.15,17.43,0.0,319.39,0,8.69,51.2,40.11
Dallas,TX,1006877,2.5,13.17,31.03,14.35,8.72,19.32,5.77,6.68,17.97,12.32,26.55,27.12,7.43,65.59,14.1,20.4,13.63,28.29,3.24,63.68,57.49,75.51,64.88,61.35,67.59,7.28,0.06310601990113986,86.35,44.1,12.32,33.53,3.3966412977950632e-06,1744.19,1,8.739047619047618,23.199285714285715,68.06190476190477
Dalton,GA,21761,2.49,14.88,29.54,15.55,11.84,26.24,6.75,0.16,14.76,20.61,38.15,20.04,5.78,64.46,43.15,16.12,26.93,24.43,3.01,66.86,62.83,77.44,75.71,67.56,74.53,1.94,0.037773999356647214,91.4,45.67,1.34,23.97,0.0,595.42,0,3.956666666666667,42.11,53.94
Daly City,CA,92311,3.18,13.75,28.49,14.07,9.6,21.66,8.44,19.13,7.18,9.7,21.19,24.21,5.43,67.1,10.01,19.12,12.38,21.04,3.65,74.42,67.43,82.63,77.18,75.92,79.49,3.64,0.012479552816024092,96.18,58.1,1.3,18.06,0.0,579.84,0,4.525,22.67,72.805
Dana Point,CA,31896,2.51,11.79,26.16,12.63,9.11,16.56,3.19,2.7,7.17,3.37,9.73,35.78,3.82,70.04,13.17,21.15,6.23,36.56,2.92,76.51,74.32,93.12,75.78,50.88,60.21,1.22,0.06160647103085026,86.6,58.88,0.05,17.3,0.0,514.53,0,3.6,37.93,58.47
Danbury,CT,65585,2.72,13.01,28.95,13.89,10.16,23.55,3.98,2.4,5.76,10.08,23.53,26.92,5.4,67.83,26.36,21.14,13.42,30.5,3.16,78.27,74.79,86.0,84.1,60.18,69.09,2.97,0.0282991537699169,92.85,60.09,1.19,37.28,0.0003162308454677136,265.95,1,4.61,26.92,68.47
Dania,FL,13024,2.25,9.62,20.98,9.8,19.56,36.36,6.41,2.28,20.64,13.67,39.4,11.76,8.89,53.53,7.47,21.68,12.04,21.68,2.83,49.89,42.44,53.59,42.01,62.84,62.39,8.51,0.14626842751842753,75.26,55.75,4.41,42.52,0.0,2649.8,0,5.66,50.82,43.52
Danvers,MA,24174,2.74,11.56,24.23,11.54,12.83,25.65,3.25,1.57,4.59,4.2,13.21,26.61,5.29,66.93,19.69,26.59,9.74,32.21,3.12,82.77,80.93,93.11,78.5,66.67,76.1,0.8,0.012658227848101266,96.64,74.47,0.0,36.93,0.0,273.42,0,2.64,16.21,81.15
Danville,KY,12420,2.54,17.67,29.15,16.18,14.91,35.62,12.1,0.39,20.03,14.58,33.09,16.06,7.91,55.24,21.36,27.38,19.5,22.39,2.9,67.99,59.73,70.83,63.61,71.83,73.58,3.54,0.025362318840579712,93.95,58.1,0.95,36.19,0.0,782.85,0,5.42,40.81,53.766000000000005
Daphne,AL,11290,2.56,12.55,24.93,10.58,9.67,20.53,2.11,0.09,7.06,3.3,11.47,35.25,4.13,64.57,13.28,23.73,7.94,36.21,3.0,80.38,77.5,89.89,73.87,66.85,68.78,1.7,0.04100974313551816,90.5,70.85,0.22,42.55,0.0,123.33,0,6.81,55.51,37.69
Darien,CT,18196,2.84,11.49,19.99,9.83,11.89,22.23,1.72,24.42,1.91,1.85,6.27,59.34,3.31,63.72,13.81,21.4,3.32,48.67,3.14,90.55,89.92,97.08,89.13,34.85,46.14,0.42,0.013959111892723676,96.18,85.64,1.57,36.61,0.0,27.07,0,0.75,5.28,93.97
Davenport,IA,95333,2.56,14.14,27.75,13.47,11.3,26.36,8.0,1.06,15.59,7.16,21.19,20.14,6.51,61.58,17.62,22.98,16.81,24.95,3.08,68.0,65.35,71.42,72.26,63.89,69.95,5.04,0.032916199007688836,92.22,61.17,7.84,43.56,4.4370784513232565e-05,1565.55,0,4.53,52.98,42.49
Davis,CA,46209,2.58,25.63,47.53,34.09,5.54,10.9,3.33,3.34,25.47,2.1,5.02,63.78,5.43,63.15,4.16,50.43,4.23,46.94,2.92,75.19,75.47,89.22,74.67,59.99,70.34,1.38,0.007704126901685818,98.05,40.77,1.69,13.76,0.0,138.1,0,2.46,50.72,46.83
Dayton,OH,182044,2.51,15.22,29.63,15.68,12.01,28.83,15.5,7.48,26.53,10.74,31.66,12.29,10.39,51.62,18.62,25.98,17.69,21.74,3.1,49.22,43.22,51.14,48.38,49.49,58.68,10.87,0.04229746654654919,90.42,50.98,14.44,48.9,1.3018830612379425e-05,1629.43,1,7.880357142857143,38.165000000000006,53.955357142857146
Daytona Beach,FL,61921,2.25,16.18,31.84,19.52,18.57,37.1,7.76,3.49,22.49,8.81,26.4,16.46,7.89,50.6,8.01,23.7,8.74,23.54,2.79,49.12,41.09,58.62,41.54,64.39,69.44,7.96,0.07462734774955185,85.63,46.85,1.38,23.11,0.00010448797661536474,2082.86,0,5.62,46.52,47.86
De Pere,WI,16569,2.87,19.92,32.94,19.17,10.01,25.42,3.71,0.87,7.33,7.32,14.58,22.2,3.34,66.56,20.85,26.64,16.97,27.59,3.16,83.23,83.47,91.72,83.24,67.18,75.74,0.63,0.009898002293439555,97.24,67.58,1.22,25.0,0.0,157.66,0,2.69,36.88,60.43
Decatur,GA,17336,2.28,11.49,25.7,12.0,13.52,29.96,7.1,13.53,17.87,7.97,20.56,40.51,5.77,61.98,8.36,38.42,8.96,43.45,3.02,54.13,46.3,68.84,47.42,65.39,69.01,8.94,0.035359944623904016,92.55,52.66,11.91,48.12,0.00040089986155976003,1026.28,0,4.785555555555556,47.275555555555556,47.937777777777775
Dedham,MA,23782,2.8,12.12,25.77,12.84,14.26,32.29,5.19,7.64,4.69,5.43,15.97,27.01,5.41,62.94,11.94,25.68,9.03,31.05,3.21,80.37,79.36,86.22,81.69,57.83,67.13,1.16,0.010932638129677907,97.03,79.41,0.38,35.38,0.0,277.57,0,2.64,17.72,79.64
Deer Park,TX,27652,3.13,17.12,27.74,12.78,4.32,13.68,2.82,0.05,5.17,4.25,15.69,15.34,5.29,69.4,27.16,20.95,12.41,25.74,3.36,83.69,80.28,93.32,85.92,62.52,66.53,0.48,0.011029943584550846,96.66,75.04,4.26,35.41,0.0,207.47,0,1.72,8.88,89.4
Deerfield Beach,FL,46325,2.0,6.9,18.5,8.0,33.0,51.75,2.78,1.35,9.89,8.75,25.73,16.07,4.79,48.33,8.91,16.44,9.25,24.63,2.62,66.1,58.7,77.97,60.51,68.59,76.28,3.81,0.12256880733944954,80.28,72.1,1.07,34.29,0.0,832.58,0,5.66,50.82,43.52
Del Rio,TX,30705,3.24,18.2,30.68,15.36,9.33,23.37,16.98,0.53,38.3,34.33,47.24,11.12,13.78,49.75,7.42,22.66,12.32,20.57,3.71,76.89,67.87,80.71,82.0,43.92,49.2,3.56,0.03992835043152581,88.53,61.47,5.87,48.86,0.0,302.47,0,15.45,67.45,17.1
Delano,CA,22762,3.65,16.97,30.39,15.04,9.67,27.35,18.65,0.35,23.66,42.9,58.07,7.6,23.83,48.85,5.56,17.87,11.4,14.15,3.96,70.47,61.53,68.64,76.11,58.93,66.59,5.28,0.010807486161145768,96.2,53.38,2.03,24.8,0.0,747.58,0,10.34,69.19,20.47
Delaware,OH,20030,2.81,20.34,33.24,19.99,9.52,24.41,5.98,0.35,9.8,6.45,20.57,20.2,4.32,63.21,23.83,27.64,18.59,24.45,3.06,74.93,73.19,83.46,75.42,68.21,74.49,2.15,0.026110833749375936,93.17,55.35,0.96,26.58,0.0,264.2,0,2.83,36.28,60.89
Delray Beach,FL,47181,2.21,8.02,18.34,8.34,28.6,48.39,4.44,0.99,11.35,9.78,25.41,21.52,7.2,48.53,7.3,21.0,8.72,26.09,2.7,61.66,53.95,71.78,67.55,69.24,73.42,5.48,0.13007354655475722,77.71,70.3,2.17,26.66,0.0,1399.48,0,6.12,29.2,64.68
Deming,NM,10970,2.7,15.53,24.59,11.83,17.71,39.08,15.41,0.24,33.89,25.54,44.6,11.27,17.4,38.87,7.04,19.5,13.04,19.3,3.28,65.63,60.54,54.79,74.44,47.49,53.38,4.45,0.038833181403828625,90.51,64.39,6.1,37.32,0.0,541.85,0,13.89,78.95,7.15
Denison,TX,21505,2.47,13.16,24.08,11.17,16.37,36.26,8.09,0.0,15.37,13.37,33.1,10.88,7.26,54.92,25.0,22.8,21.72,17.66,2.99,70.63,66.12,78.62,78.3,66.03,73.21,1.18,0.07523831667054173,84.33,67.39,2.84,48.64,0.0,803.58,0,6.05,40.4,53.55
Denton,TX,66270,2.58,22.84,43.68,29.19,7.1,16.78,3.38,0.14,20.65,8.81,18.06,36.45,6.07,62.98,12.37,33.49,9.93,30.79,3.05,74.74,70.15,83.28,77.45,62.82,70.55,2.94,0.0463558171118153,89.33,39.11,2.28,40.3,0.0,694.91,1,5.69,33.1,61.22
Denver,CO,467610,2.22,11.31,25.92,11.86,12.22,24.24,7.61,8.19,17.13,7.68,20.8,29.05,6.77,62.99,10.02,26.82,11.32,31.35,3.0,62.31,58.02,69.12,63.57,61.31,69.26,5.65,0.061341716387587945,88.03,49.19,6.41,35.32,8.447210282072668e-06,1038.27,1,7.033939393939393,36.4560606060606,56.51090909090909
Denville,NJ,13812,2.83,12.4,23.61,11.81,10.35,25.14,3.37,3.73,2.06,3.21,11.87,36.01,2.73,69.82,18.59,21.92,7.97,38.76,3.17,87.38,85.76,98.18,83.5,60.79,66.95,0.52,0.013249348392701999,96.38,85.99,3.28,43.17,0.0,160.76,0,1.44,14.02,84.53
Des Moines,IA,193187,2.46,13.62,28.54,14.12,11.82,27.59,7.15,3.64,12.89,5.59,18.98,18.9,4.95,66.43,12.97,23.02,13.78,23.35,3.01,68.94,65.93,75.05,73.44,69.91,76.61,3.59,0.025032740298260234,94.19,62.02,10.94,40.8,0.0,461.42,1,6.487272727272727,48.054545454545455,45.45909090909091
Diamond Bar,CA,53672,3.18,15.41,27.27,13.07,4.08,7.86,3.36,0.89,3.48,2.62,9.37,37.02,3.55,73.68,18.79,21.34,6.29,39.54,3.46,85.6,83.05,94.89,86.08,62.79,69.61,1.16,0.01421597853629453,95.68,85.7,0.39,20.97,0.0,470.21,0,9.39,63.0,27.61
Dickinson,ND,16097,2.6,14.85,27.13,13.27,12.19,28.92,6.95,0.14,14.75,17.83,25.32,16.81,4.88,62.86,6.46,27.26,13.56,24.33,3.15,79.49,79.81,91.25,78.71,70.22,71.82,1.2,0.040566565198484186,90.45,62.72,0.61,55.13,0.0,36.89,0,11.06,46.56,42.37
Dinuba,CA,12743,3.41,16.12,29.5,14.75,10.45,29.37,23.93,0.0,22.58,34.36,50.72,8.98,14.95,52.83,8.25,20.32,15.91,15.63,3.69,72.43,67.29,75.81,81.02,48.17,58.49,3.93,0.008082869026131994,97.31,59.28,2.91,35.92,0.0,587.33,0,10.14,67.5,22.37
Dixon,CA,10401,3.06,14.92,27.26,11.75,7.16,17.31,4.11,0.15,6.65,11.12,23.11,18.18,8.25,64.89,12.55,23.66,14.84,22.89,3.35,78.42,76.8,92.53,71.43,56.87,69.11,2.11,0.014517834823574657,95.75,66.48,0.0,9.93,0.0,395.6,0,4.77,59.77,35.47
Donna,TX,12652,3.84,19.7,31.81,15.94,10.63,32.14,24.49,0.57,38.96,43.86,59.01,8.54,18.14,42.59,12.14,28.21,17.93,19.61,4.15,70.46,62.72,70.62,71.76,48.98,56.67,3.45,0.07516598166297818,77.62,71.95,6.62,20.61,0.0,284.75,0,9.43,81.47,9.11
Dothan,AL,53589,2.59,14.66,26.08,12.36,11.54,27.91,8.02,0.19,17.03,11.71,29.55,19.26,4.87,62.19,17.95,23.95,16.4,26.03,3.1,68.34,62.54,73.77,70.01,68.72,74.27,4.55,0.028084121741402155,93.22,60.86,3.26,33.22,0.0,1257.09,0,11.43,59.33,29.240000000000002
Douglas,GA,10464,2.74,17.06,27.81,14.74,12.8,31.34,18.58,0.0,26.24,15.48,38.02,15.86,8.71,53.51,26.14,23.16,23.06,21.36,3.17,52.31,44.61,55.47,53.41,59.03,67.56,8.41,0.039181957186544346,90.31,61.67,0.49,41.46,0.0,1724.14,0,12.06,64.41666666666667,23.52333333333333
Dover,OH,11329,2.56,11.51,20.98,9.55,16.77,30.77,6.14,0.3,7.46,8.55,21.93,14.26,6.74,54.27,25.84,24.37,18.74,26.06,2.96,78.63,77.33,90.6,87.5,59.3,67.84,0.45,0.017389001677111837,95.74,73.07,2.03,34.52,0.0,66.33,1,6.208,45.120000000000005,48.67999999999999
Downey,CA,91444,2.77,14.0,28.25,13.72,12.31,24.79,6.74,1.8,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,3.19,72.32,66.63,79.7,75.27,60.97,66.87,3.62,0.014096058790079174,96.24,52.48,2.95,16.83,6.24425878133065e-05,514.99,0,16.136666666666667,54.85333333333333,29.00666666666667
Dracut,MA,25594,2.85,13.58,28.78,13.14,9.6,24.14,3.98,1.17,3.26,8.64,22.94,16.22,8.24,68.48,29.53,19.24,11.42,26.74,3.25,82.98,80.66,95.93,77.72,63.48,73.93,0.81,0.011213565679456123,96.91,76.38,3.48,48.43,0.0,286.4,0,3.37,47.4,49.23
Duarte,CA,20688,3.17,13.81,25.74,12.2,9.51,21.44,9.29,3.15,7.82,12.04,26.61,22.32,6.41,61.87,21.54,23.19,13.46,28.24,3.6,78.03,72.07,89.35,80.5,57.32,64.61,3.53,0.011020881670533642,96.63,69.28,2.63,12.28,0.0,793.23,0,10.44,62.24,27.32
Dublin,GA,16312,2.77,13.82,24.17,11.46,15.68,30.19,16.09,0.63,25.36,18.2,36.91,16.75,8.37,51.75,25.96,27.86,18.53,26.24,3.16,57.24,50.3,47.44,57.31,61.49,72.44,9.17,0.036905345757724375,90.73,59.12,1.0,53.65,0.0,825.36,0,4.6475,38.6225,56.7275
Dubuque,IA,57546,2.68,15.22,26.93,14.36,13.79,31.05,6.47,1.1,10.9,9.4,21.58,19.42,5.01,61.98,21.58,29.68,15.86,24.8,3.11,79.61,79.66,85.11,83.59,71.52,76.35,1.62,0.016334758280332255,95.8,66.11,3.94,42.23,0.0,303.26,0,3.4,51.19,45.41
Duncan,OK,21732,2.42,12.9,22.3,10.07,17.83,36.43,7.48,0.09,18.48,11.76,27.29,17.94,7.18,50.83,12.67,22.8,13.77,26.96,2.92,76.79,73.96,83.05,82.82,51.3,62.12,1.11,0.06529541689674213,86.36,69.54,2.26,64.13,0.0,228.66,0,5.455,70.495,24.05
Duncanville,TX,35748,2.86,16.21,26.78,12.34,6.32,16.44,2.52,0.89,3.78,3.75,12.99,29.02,4.57,72.16,13.67,22.5,10.66,32.53,3.22,78.22,76.06,86.43,76.93,62.9,73.78,1.81,0.023749580396106074,93.64,67.72,0.59,24.62,0.0,465.96,0,3.29,32.41,64.31
Dunedin,FL,34012,2.14,9.04,17.98,8.56,28.7,49.21,3.71,0.65,7.12,5.5,18.44,18.91,3.89,49.29,10.16,24.25,8.92,25.65,2.64,73.38,72.09,80.75,69.51,65.07,77.38,0.79,0.0741797012819005,86.3,70.49,0.52,16.01,0.0,513.6,0,5.68,44.86,49.46
Dunkirk,NY,13989,2.48,13.4,24.92,12.38,17.24,37.23,14.32,0.83,18.67,12.6,29.22,10.18,11.19,52.03,26.3,26.55,22.76,16.0,3.06,64.53,62.07,72.18,67.36,54.12,66.96,4.92,0.02144542140253056,94.96,64.9,2.67,51.0,0.0,259.44,0,8.84,45.79,45.36
Durango,CO,12430,2.7,24.9,37.9,26.9,10.54,24.86,4.26,1.38,18.78,5.4,15.88,31.31,6.45,57.7,4.16,27.29,6.57,28.0,2.97,70.24,68.41,67.3,72.35,69.61,83.98,2.27,0.02582461786001609,93.47,54.44,0.93,19.31,0.0,361.75,1,3.84,19.36,76.81
Durant,OK,12823,2.46,18.68,32.0,19.84,16.3,35.03,13.97,0.0,29.11,14.32,31.14,23.89,10.5,49.17,14.1,31.86,16.89,25.47,2.96,67.42,61.49,70.05,67.58,62.62,63.53,1.19,0.061608048038680495,86.82,54.26,2.53,50.89,0.0,360.5,0,7.04,42.355000000000004,50.61
Durham,NC,136611,2.44,15.72,32.98,17.52,10.08,21.79,7.3,3.05,14.9,8.72,21.54,35.4,4.72,65.21,12.56,42.05,9.54,34.05,2.96,59.32,55.48,68.44,58.32,71.04,78.2,9.34,0.033716172196968035,92.4,44.16,4.02,34.0,0.0,1169.38,1,4.99,50.56,44.44
Dyer,IN,10923,3.2,15.1,24.31,10.92,7.83,19.01,2.42,3.71,1.82,6.31,14.77,15.31,3.32,69.6,23.64,22.38,14.42,22.14,3.38,88.67,87.33,92.58,87.84,58.72,68.08,0.48,0.004485947084134395,98.58,89.01,2.04,30.61,0.0,83.09,0,1.99,50.25,47.77
Dyersburg,TN,16317,2.44,13.97,26.67,13.37,15.05,31.19,14.06,0.0,22.74,25.26,44.8,11.96,7.35,54.78,37.87,17.73,28.36,20.69,2.95,63.43,57.94,71.1,60.16,60.58,67.88,4.2,0.021143592572164,95.1,53.84,2.32,26.38,0.0,966.56,0,8.93,45.69,45.38
Eagle Pass,TX,20651,3.52,19.55,30.11,14.99,10.14,31.17,23.79,1.25,46.12,44.85,58.71,8.91,19.01,42.76,11.57,28.68,17.93,24.3,3.96,73.36,65.5,84.94,75.42,48.76,52.63,2.06,0.023727664519877973,92.29,57.34,6.53,44.9,0.0,712.74,0,9.57,49.69,40.735
Easley,SC,15195,2.55,13.89,25.71,12.6,13.41,30.89,6.94,0.0,10.72,16.94,35.79,16.24,5.31,62.94,29.97,18.96,21.44,24.03,2.99,73.72,68.43,74.82,82.14,70.0,76.23,4.29,0.026587693320171107,93.64,69.62,1.24,44.06,0.0,568.5,0,5.27,59.39333333333334,35.336666666666666
East Bridgewater,MA,11104,3.09,15.3,27.76,13.7,8.84,23.99,5.25,1.4,3.89,3.42,16.79,16.18,7.25,69.68,18.56,21.47,14.65,22.84,3.42,83.89,81.57,89.92,75.88,64.37,75.65,1.2,0.009636167146974064,97.11,81.91,2.8,36.45,0.0,321.82,0,2.28,48.51,49.22
East Brunswick,NJ,43548,2.92,13.54,25.63,12.2,8.2,20.27,2.69,10.0,2.27,4.17,11.99,40.94,3.86,70.02,17.06,28.05,7.58,41.88,3.26,89.38,87.69,96.75,86.79,55.0,67.74,0.57,0.010884541195921742,96.92,84.3,1.05,36.92,5.0518967576008085e-05,152.07,0,1.31,21.07,77.62
East Chicago,IN,33892,2.8,16.81,28.88,13.91,12.35,34.21,16.07,4.07,25.56,20.68,42.26,6.61,14.24,46.86,32.54,22.07,27.75,13.96,3.42,48.49,44.54,40.69,53.74,44.28,53.43,9.84,0.040186474684291276,89.9,45.41,11.01,61.67,0.0,2572.91,0,11.09,45.7,43.21
East Greenwich,RI,11865,2.67,13.36,21.94,11.05,10.43,24.62,4.93,1.76,4.72,2.78,10.16,44.18,4.07,65.12,17.46,26.79,5.79,41.33,3.17,84.23,84.9,85.32,89.92,42.05,58.63,1.32,0.018036241045090603,95.41,74.02,2.8,38.32,0.0,84.02,0,2.78,28.03,69.2
East Hartford,CT,50452,2.48,11.29,26.95,12.57,14.21,29.98,5.62,5.95,5.41,10.02,26.18,13.58,5.28,66.15,20.34,15.39,14.27,21.61,2.97,70.28,67.29,76.74,71.54,69.24,75.01,3.26,0.01845318322365813,95.62,59.52,2.04,24.7,0.00012506937286926187,384.07,0,17.155,50.269999999999996,32.58
